"A_CODE"	"BOOTH_NO"	"Kalawati.Devi"	"Ramji.Manjhi"	"Sanjiv.Prasad.Toni"	"Hari.Manjhi"	"Dilip.Paswan"	"Niranjan.Kumar"	"Rajesh.Kumar"	"Ramdev.Arya.Paan"	"Amarnath.prasad"	"Krishna.Choudhary"	"Kail.Das"	"Deepak.Paswan"	"Ramkisho.re.Paswan"	"Ramu.Paswan"	"Shiv.Shankar.Kumar"	"Shyamlal.Manjhi"	"TOTAL.Votes"
"98"	230	96	1	88	90	115	1	1	0	0	0	1	2	0	1	0	0	1	301
"99"	230	97	3	49	42	122	0	0	1	0	1	2	0	0	0	0	0	0	220
"100"	230	98	0	90	73	77	3	7	0	0	0	0	0	0	0	0	0	0	250
"101"	230	99	2	12	35	201	2	0	0	0	0	0	0	0	1	0	0	0	253
"102"	230	100	0	4	19	261	4	1	0	0	0	0	0	1	0	0	0	0	290
"103"	230	101	2	27	118	430	3	0	3	1	0	0	1	0	2	1	2	1	591
"104"	230	102	0	11	50	352	2	1	0	1	1	0	0	1	4	0	1	0	424
"105"	230	103	4	31	52	236	3	2	1	1	1	2	2	0	1	0	0	1	337
"106"	230	104	0	17	71	419	3	1	1	0	1	1	0	0	0	1	5	1	521
"107"	230	105	3	45	57	384	6	1	1	1	1	1	2	0	3	2	2	1	510
"108"	230	106	4	9	76	341	3	0	0	0	0	1	0	1	0	1	0	0	436
"109"	230	107	1	16	24	423	0	1	0	0	0	0	0	0	0	0	0	0	465
"110"	230	108	1	83	117	10	0	1	0	0	0	0	0	0	0	0	1	0	213
"111"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"112"	230	109	3	108	130	74	2	1	1	0	0	0	0	0	0	0	0	2	321
"113"	230	110	1	48	282	11	0	0	1	2	0	0	0	0	2	0	0	1	348
"114"	230	111	5	27	258	30	0	0	1	0	1	0	1	0	0	0	0	1	324
"115"	230	112	0	40	98	21	0	1	0	1	0	0	0	2	0	0	0	1	164
"116"	230	113	0	13	59	87	0	1	0	0	0	0	1	0	0	0	2	0	163
"117"	230	114	0	37	46	110	1	0	0	0	0	0	0	0	0	0	1	0	195
"118"	230	115	1	40	39	18	0	0	1	0	0	0	1	0	1	0	0	1	102
"119"	230	116	1	12	52	375	2	0	1	2	0	1	1	1	0	0	0	0	448
"120"	230	117	0	23	39	671	5	1	2	0	1	1	2	0	1	1	0	2	749
"121"	230	118	2	9	68	185	3	0	0	1	2	1	0	0	0	1	2	0	274
"122"	230	119	0	29	34	166	5	0	0	0	0	0	0	0	0	0	1	1	236
"123"	230	120	1	37	208	75	1	0	0	0	1	0	0	0	0	1	0	1	325
"124"	230	121	0	14	287	95	1	0	0	2	1	0	0	0	1	0	0	0	401
"125"	230	122	0	47	179	6	0	0	0	2	0	1	2	0	0	1	1	3	242
"126"	230	123	1	31	128	9	1	6	0	0	0	1	0	0	0	0	1	0	178
"127"	230	124	0	23	318	5	2	0	1	1	0	0	0	0	0	0	0	1	351
"128"	230	125	0	45	256	6	0	0	0	0	0	0	2	0	0	1	0	0	310
"129"	230	126	8	173	16	135	7	1	4	1	1	1	3	0	0	0	0	0	350
"130"	230	127	2	86	23	152	3	1	1	0	1	2	1	0	1	0	0	7	280
"131"	230	128	4	129	18	277	4	9	0	0	0	0	0	0	1	0	1	0	443
"132"	230	129	0	26	207	7	0	9	0	2	0	0	0	0	0	0	0	0	251
"133"	230	130	1	31	148	18	1	3	2	3	1	0	0	0	0	0	0	0	208
"134"	230	131	4	100	591	11	3	2	4	1	2	0	1	2	2	0	0	2	725
"135"	230	132	1	23	220	29	0	0	0	0	0	0	1	0	0	0	1	0	275
"136"	230	133	0	13	140	3	1	0	0	0	0	1	0	0	0	0	0	2	160
"137"	230	134	0	41	605	10	2	3	0	2	0	0	0	1	0	0	2	6	672
"138"	230	135	2	19	155	7	0	0	0	0	0	1	1	0	1	0	0	0	186
"139"	230	136	3	24	107	13	0	1	2	0	0	0	0	1	0	0	1	0	152
"140"	230	137	3	72	39	136	0	4	1	0	1	1	1	0	21	2	2	1	284
"141"	230	138	12	71	94	205	2	2	1	2	0	2	0	2	1	0	1	0	395
"142"	230	139	2	86	138	184	3	2	0	0	1	1	1	0	0	0	0	1	419
"143"	230	140	5	8	25	231	0	1	0	0	0	0	0	0	0	1	0	0	271
"144"	230	141	1	6	13	265	0	0	0	0	0	0	0	0	1	0	0	0	286
"145"	230	142	0	16	12	126	0	0	0	0	0	0	0	0	2	0	0	0	156
"146"	230	143	1	54	22	309	4	6	0	0	0	2	3	0	0	0	0	1	402
"147"	230	144	0	178	25	176	0	1	0	0	0	1	0	0	1	0	2	0	384
"148"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"149"	230	145	1	74	24	133	0	1	0	0	0	0	0	0	0	0	0	0	233
"150"	230	146	3	22	11	147	0	0	0	0	0	0	0	0	0	0	0	0	183
"151"	230	147	47	99	58	296	2	5	2	4	2	0	2	2	2	3	1	0	525
"152"	230	148	8	57	34	72	2	1	1	0	0	0	1	0	2	0	1	0	179
"153"	230	149	20	26	13	160	3	0	0	0	0	0	0	0	0	0	0	0	222
"154"	230	150	1	461	12	73	3	0	1	2	1	0	0	1	1	0	2	1	559
"155"	230	151	5	60	47	248	3	5	3	3	1	1	3	2	3	1	1	2	388
"156"	230	152	1	292	29	95	2	0	0	0	1	0	0	3	1	2	2	4	432
"157"	230	153	0	54	86	150	2	0	0	0	0	0	0	0	0	0	0	0	292
"158"	230	154	8	15	28	185	1	1	0	0	0	0	0	0	0	0	0	0	238
"159"	230	155	8	93	23	237	4	1	2	2	5	22	7	2	2	1	3	2	414
"160"	230	156	3	44	28	413	1	0	2	1	1	0	0	0	2	0	0	0	495
"161"	230	157	1	13	17	276	3	2	2	0	0	0	0	0	1	0	0	1	316
"162"	230	158	0	14	19	195	1	1	1	1	0	0	0	0	0	0	0	0	232
"163"	230	159	6	42	25	286	5	7	3	0	0	1	1	0	1	2	3	0	382
"164"	230	160	2	31	39	362	2	2	7	1	0	0	1	0	2	0	1	0	450
"165"	230	161	4	52	109	194	1	0	2	0	2	0	0	0	0	0	1	1	366
"166"	230	162	2	15	52	189	1	1	0	1	1	0	0	1	0	0	0	1	264
"167"	230	163	2	121	113	98	1	2	0	1	1	0	2	0	0	0	2	1	344
"168"	230	164	2	30	45	296	0	0	2	1	3	2	2	0	1	0	0	1	385
"169"	230	165	5	24	42	305	3	2	1	0	1	0	1	1	1	1	0	0	387
"170"	230	166	6	150	124	111	2	3	0	5	1	1	2	0	0	1	0	2	408
"171"	230	167	2	20	41	258	6	2	0	1	0	2	0	0	0	1	2	1	336
"172"	230	168	5	31	54	360	2	5	2	0	1	0	0	0	0	0	1	0	461
"173"	230	169	4	7	25	233	0	5	0	0	0	0	1	0	1	0	1	0	277
"174"	230	170	1	9	24	209	0	1	0	0	0	0	0	0	0	1	0	0	245
"175"	230	171	1	55	34	173	1	0	0	0	2	0	1	1	1	0	1	0	270
"176"	230	172	64	37	40	199	6	1	2	1	2	0	1	0	2	0	1	7	363
"177"	230	173	0	3	11	136	0	0	0	0	0	2	0	0	3	0	0	0	155
"178"	230	174	4	6	15	118	2	0	1	2	0	2	0	2	0	3	0	0	155
"179"	230	175	4	31	54	245	2	0	1	0	0	1	0	1	1	0	0	0	340
"180"	230	176	5	4	22	225	2	1	1	0	5	2	2	0	0	0	3	3	275
"181"	230	177	7	92	115	297	4	2	3	3	2	4	2	1	0	1	0	1	534
"182"	230	178	4	68	142	153	2	4	0	0	0	1	1	2	2	2	1	1	383
"183"	230	179	3	80	207	39	1	1	0	1	1	2	3	0	1	0	0	1	340
"184"	230	180	2	72	141	80	3	1	0	3	1	1	2	1	3	0	0	1	311
"185"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"186"	230	181	8	106	122	271	4	2	0	4	0	5	3	1	3	5	3	9	546
"187"	230	182	0	29	70	59	1	3	0	1	1	0	1	0	1	1	1	1	169
"188"	230	183	0	10	29	308	8	5	0	0	0	0	0	0	0	0	0	1	361
"189"	230	184	9	92	43	251	4	3	0	0	1	5	5	1	1	0	5	7	427
"190"	230	185	3	16	46	92	2	2	1	1	0	0	0	0	0	0	0	0	163
"191"	230	186	8	37	55	75	0	1	0	1	0	0	3	0	1	0	0	0	181
"192"	230	187	2	35	27	126	0	4	0	0	1	1	1	0	1	2	0	0	200
"193"	230	188	13	35	69	368	9	5	2	1	3	1	0	1	2	2	2	3	516
"194"	230	189	14	43	61	283	6	4	0	2	0	0	0	1	0	2	0	3	419
"195"	230	190	4	21	32	249	1	0	1	1	3	0	0	1	1	0	0	0	314
"196"	230	191	1	2	31	177	0	0	0	1	1	1	0	0	0	0	2	1	217
"197"	230	192	2	5	63	322	0	0	0	1	0	0	0	0	2	1	0	0	396
"198"	230	193	1	18	102	287	0	1	0	0	1	2	0	1	0	0	0	0	413
"199"	230	194	2	24	38	298	2	2	3	2	0	1	2	0	0	1	0	0	375
"200"	230	195	1	43	54	363	4	8	0	0	0	0	0	0	1	0	0	1	475
"201"	230	196	0	7	102	171	3	1	0	0	0	0	0	0	1	3	3	3	294
"202"	230	197	2	8	44	168	0	2	0	0	1	0	1	0	0	1	0	0	227
"203"	230	198	1	10	68	226	1	2	0	0	0	0	1	0	0	2	1	1	313
"204"	230	199	5	9	28	217	1	6	1	0	1	1	3	0	2	0	0	0	274
"205"	230	200	2	24	27	285	4	2	4	1	2	3	1	1	1	0	2	11	370
"206"	230	201	9	5	15	133	3	3	0	0	0	0	0	1	1	0	0	1	171
"207"	230	202	1	42	35	156	3	0	0	1	1	0	1	2	3	2	0	1	248
"208"	230	203	2	92	19	109	3	0	1	0	0	2	0	1	2	1	1	3	236
"209"	230	204	2	11	24	358	2	5	3	1	1	0	1	2	2	1	3	2	418
"210"	230	205	6	22	18	259	4	2	2	1	2	0	1	0	2	0	0	0	319
"211"	230	206	73	67	33	159	1	0	3	0	3	0	3	2	0	3	1	0	348
"212"	230	207	2	19	30	157	2	1	5	0	0	0	0	0	1	0	0	0	217
"213"	230	208	34	73	63	238	4	5	0	1	1	1	7	3	1	1	0	2	434
"214"	230	209	6	55	30	214	2	2	0	0	2	0	0	1	2	0	0	4	318
"215"	230	210	14	127	74	269	4	2	1	0	0	0	2	0	2	0	1	1	497
"216"	NA	NA	1362	9723	14454	42202	517	593	250	157	156	195	208	131	219	144	201	276	70788
"217"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"218"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
