"Candidates..Name"	"Zubair.Alam"	"Tasleem.Uddin"	"Mohammad.Asrarul.Haque"	"Syed.Mahmood.Ashraf"	"Tamajul.Ali"	"Mohammad.Khashiur.Rahman"	"Mohammad.Nissar.Alam"	"Rajit.Podar"	"Abdul.Rajjak.urf.Kal"	"Abhinav.Modi"	"Asgar.Malik"	"Chotay.Lal.Mahto"	"Md.Taslimuddin"	"Total"
"1"	"Booth No"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27"	"25"	"13"	"117"	"67"	"301"	"2"	"11"	"49"	"7"	"5"	"4"	"3"	"2"	"2"	"583"
"28"	"26"	"5"	"24"	"36"	"360"	"2"	"2"	"49"	"4"	"3"	"3"	"1"	"1"	"2"	"492"
"29"	"27"	"6"	"213"	"67"	"152"	"1"	"3"	"23"	"2"	"2"	"4"	"3"	"5"	"8"	"489"
"30"	"28"	"13"	"126"	"74"	"363"	"3"	"8"	"67"	"4"	"0"	"2"	"4"	"4"	"5"	"673"
"31"	"29"	"22"	"28"	"92"	"353"	"4"	"7"	"47"	"2"	"0"	"2"	"0"	"0"	"1"	"558"
"32"	"30"	"29"	"59"	"327"	"335"	"5"	"20"	"46"	"10"	"3"	"3"	"4"	"5"	"9"	"855"
"33"	"31"	"9"	"8"	"224"	"191"	"4"	"3"	"14"	"1"	"4"	"1"	"2"	"2"	"7"	"470"
"34"	"32"	"13"	"66"	"97"	"247"	"1"	"5"	"40"	"4"	"6"	"2"	"0"	"2"	"1"	"484"
"35"	"Candidates  Name"	"Zubair Alam"	"Tasleem Uddin"	"Mohammad Asrarul Haque"	"Syed Mahmood
Ashraf"	"Tamajul Ali"	"Mohammad Khashiur
Rahman"	"Mohammad Nissar Alam"	"Rajit Podar"	"Abdul Rajjak urf
Kal"	"Abhinav Modi"	"Asgar Malik"	"Chotay Lal Mahto"	"Md.Taslimuddin"	"Total"
"36"	"Booth No"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"37"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"38"	"33"	"19"	"153"	"186"	"334"	"9"	"15"	"47"	"10"	"4"	"0"	"4"	"3"	"2"	"786"
"39"	"34"	"15"	"34"	"362"	"84"	"3"	"4"	"13"	"0"	"1"	"3"	"3"	"4"	"7"	"533"
"40"	"35"	"18"	"162"	"67"	"236"	"3"	"3"	"29"	"3"	"4"	"3"	"1"	"1"	"1"	"531"
"41"	"36"	"5"	"41"	"62"	"266"	"4"	"2"	"40"	"3"	"4"	"4"	"1"	"4"	"4"	"440"
"42"	"37"	"8"	"46"	"19"	"405"	"3"	"3"	"50"	"1"	"3"	"2"	"0"	"1"	"1"	"542"
"43"	"38"	"13"	"75"	"309"	"82"	"3"	"8"	"10"	"3"	"4"	"1"	"2"	"9"	"12"	"531"
"44"	"39"	"25"	"233"	"345"	"83"	"6"	"9"	"7"	"8"	"5"	"2"	"4"	"11"	"9"	"747"
"45"	"40"	"9"	"53"	"93"	"30"	"2"	"1"	"5"	"0"	"0"	"1"	"0"	"0"	"2"	"196"
"46"	"41"	"19"	"131"	"417"	"82"	"15"	"14"	"17"	"11"	"5"	"9"	"10"	"11"	"9"	"750"
"47"	"42"	"18"	"148"	"164"	"157"	"7"	"13"	"22"	"3"	"5"	"1"	"1"	"7"	"5"	"551"
"48"	"43"	"11"	"204"	"310"	"119"	"7"	"10"	"37"	"6"	"2"	"1"	"13"	"6"	"4"	"730"
"49"	"44"	"6"	"85"	"244"	"75"	"3"	"10"	"12"	"3"	"2"	"2"	"5"	"3"	"5"	"455"
"50"	"45"	"19"	"126"	"240"	"71"	"2"	"13"	"8"	"4"	"3"	"2"	"2"	"4"	"4"	"498"
"51"	"46"	"45"	"114"	"364"	"123"	"8"	"11"	"22"	"6"	"2"	"5"	"6"	"3"	"13"	"722"
"52"	"47"	"8"	"38"	"249"	"244"	"7"	"6"	"27"	"5"	"3"	"3"	"0"	"2"	"4"	"596"
"53"	"48"	"3"	"16"	"105"	"206"	"5"	"5"	"14"	"1"	"1"	"1"	"3"	"3"	"0"	"363"
"54"	"49"	"9"	"99"	"106"	"295"	"1"	"5"	"36"	"6"	"0"	"4"	"5"	"2"	"7"	"575"
"55"	"50"	"20"	"87"	"220"	"161"	"5"	"8"	"17"	"3"	"8"	"2"	"4"	"6"	"8"	"549"
"56"	"51"	"27"	"173"	"247"	"231"	"6"	"10"	"41"	"3"	"3"	"2"	"3"	"8"	"6"	"760"
"57"	"52"	"16"	"21"	"151"	"212"	"4"	"4"	"32"	"1"	"3"	"1"	"1"	"2"	"2"	"450"
"58"	"53"	"18"	"19"	"476"	"152"	"5"	"4"	"18"	"2"	"3"	"4"	"3"	"4"	"10"	"718"
"59"	"54"	"9"	"9"	"500"	"97"	"5"	"13"	"22"	"3"	"1"	"1"	"3"	"6"	"10"	"679"
"60"	"55"	"11"	"7"	"518"	"43"	"2"	"6"	"5"	"2"	"2"	"1"	"2"	"1"	"3"	"603"
"61"	"56"	"25"	"8"	"617"	"60"	"1"	"7"	"14"	"1"	"2"	"3"	"0"	"2"	"8"	"748"
"62"	"57"	"28"	"18"	"813"	"14"	"6"	"5"	"0"	"0"	"2"	"1"	"0"	"1"	"4"	"892"
"63"	"58"	"14"	"132"	"336"	"185"	"11"	"12"	"36"	"8"	"7"	"6"	"4"	"10"	"5"	"766"
"64"	"59"	"13"	"2"	"356"	"9"	"0"	"5"	"0"	"1"	"0"	"0"	"1"	"0"	"9"	"396"
"65"	"60"	"23"	"8"	"484"	"24"	"6"	"7"	"6"	"3"	"6"	"3"	"2"	"5"	"7"	"584"
"66"	"61"	"18"	"9"	"443"	"59"	"5"	"6"	"8"	"2"	"3"	"3"	"5"	"6"	"14"	"581"
"67"	"62"	"3"	"3"	"339"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"350"
"68"	"63"	"11"	"15"	"486"	"10"	"4"	"10"	"0"	"2"	"1"	"1"	"0"	"0"	"7"	"547"
"69"	"64"	"10"	"12"	"490"	"19"	"2"	"4"	"3"	"3"	"2"	"1"	"3"	"4"	"2"	"555"
"70"	"Candidates  Name"	"Zubair Alam"	"Tasleem Uddin"	"Mohammad Asrarul Haque"	"Syed Mahmood
Ashraf"	"Tamajul Ali"	"Mohammad Khashiur
Rahman"	"Mohammad Nissar Alam"	"Rajit Podar"	"Abdul Rajjak urf
Kal"	"Abhinav Modi"	"Asgar Malik"	"Chotay Lal Mahto"	"Md.Taslimuddin"	"Total"
"71"	"Booth No"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"72"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"73"	"65"	"8"	"18"	"809"	"31"	"3"	"4"	"4"	"1"	"2"	"0"	"0"	"2"	"9"	"891"
"74"	"66"	"5"	"9"	"260"	"76"	"3"	"8"	"17"	"6"	"8"	"2"	"0"	"10"	"13"	"417"
"75"	"67"	"32"	"58"	"458"	"29"	"5"	"13"	"3"	"6"	"6"	"4"	"1"	"4"	"6"	"625"
"76"	"68"	"14"	"25"	"328"	"221"	"2"	"10"	"32"	"2"	"4"	"0"	"1"	"3"	"0"	"642"
"77"	"69"	"12"	"31"	"331"	"74"	"1"	"12"	"13"	"1"	"11"	"0"	"5"	"8"	"5"	"504"
"78"	"70"	"11"	"4"	"245"	"41"	"2"	"5"	"5"	"6"	"3"	"1"	"0"	"1"	"2"	"326"
"79"	"71"	"26"	"23"	"480"	"37"	"4"	"7"	"5"	"2"	"1"	"1"	"3"	"4"	"8"	"601"
"80"	"72"	"14"	"49"	"322"	"210"	"3"	"9"	"24"	"5"	"4"	"2"	"3"	"5"	"6"	"656"
"81"	"73"	"17"	"10"	"385"	"56"	"1"	"13"	"7"	"4"	"10"	"1"	"0"	"3"	"6"	"513"
"82"	"74"	"7"	"7"	"158"	"290"	"6"	"7"	"48"	"7"	"0"	"2"	"5"	"5"	"13"	"555"
"83"	"75"	"12"	"7"	"494"	"53"	"4"	"5"	"8"	"6"	"3"	"5"	"4"	"2"	"12"	"615"
"84"	"76"	"7"	"42"	"234"	"7"	"5"	"6"	"1"	"0"	"0"	"1"	"2"	"3"	"5"	"313"
"85"	"77"	"23"	"16"	"367"	"29"	"3"	"8"	"7"	"2"	"0"	"4"	"1"	"1"	"4"	"465"
"86"	"78"	"15"	"306"	"57"	"140"	"5"	"5"	"44"	"29"	"6"	"4"	"4"	"4"	"3"	"622"
"87"	"79"	"24"	"142"	"139"	"268"	"5"	"5"	"23"	"5"	"3"	"0"	"1"	"5"	"1"	"621"
"88"	"80"	"16"	"190"	"328"	"38"	"4"	"16"	"21"	"5"	"6"	"4"	"5"	"6"	"5"	"644"
"89"	"81"	"12"	"33"	"351"	"74"	"7"	"5"	"9"	"6"	"1"	"0"	"3"	"3"	"6"	"510"
"90"	"82"	"13"	"23"	"250"	"45"	"4"	"5"	"4"	"1"	"2"	"1"	"2"	"0"	"5"	"355"
"91"	"83"	"15"	"62"	"537"	"17"	"3"	"4"	"4"	"4"	"2"	"2"	"0"	"2"	"13"	"665"
"92"	"84"	"20"	"41"	"274"	"34"	"5"	"8"	"7"	"1"	"3"	"0"	"0"	"1"	"4"	"398"
"93"	"85"	"24"	"94"	"390"	"257"	"6"	"10"	"24"	"1"	"2"	"2"	"1"	"6"	"3"	"820"
"94"	"86"	"15"	"18"	"406"	"77"	"5"	"13"	"18"	"4"	"8"	"3"	"8"	"4"	"11"	"590"
"95"	"87"	"12"	"24"	"137"	"204"	"6"	"4"	"20"	"0"	"0"	"1"	"1"	"2"	"0"	"411"
"96"	"88"	"9"	"51"	"243"	"22"	"4"	"7"	"5"	"4"	"4"	"0"	"1"	"3"	"10"	"363"
"97"	"89"	"3"	"34"	"369"	"196"	"2"	"7"	"20"	"5"	"4"	"2"	"3"	"3"	"9"	"657"
"98"	"90"	"10"	"133"	"111"	"297"	"5"	"3"	"37"	"2"	"1"	"2"	"2"	"0"	"1"	"604"
"99"	"91"	"8"	"125"	"168"	"60"	"4"	"4"	"20"	"3"	"3"	"2"	"3"	"8"	"12"	"420"
"100"	"92"	"10"	"77"	"341"	"92"	"3"	"1"	"16"	"0"	"0"	"2"	"1"	"2"	"3"	"548"
"101"	"93"	"20"	"15"	"585"	"23"	"6"	"8"	"4"	"2"	"1"	"1"	"0"	"0"	"3"	"668"
"102"	"94"	"5"	"260"	"23"	"5"	"2"	"1"	"1"	"0"	"0"	"1"	"0"	"2"	"2"	"302"
"103"	"95"	"12"	"36"	"282"	"20"	"4"	"8"	"5"	"2"	"1"	"1"	"2"	"3"	"5"	"381"
"104"	"96"	"14"	"145"	"250"	"258"	"5"	"6"	"65"	"3"	"13"	"2"	"4"	"13"	"13"	"791"
"105"	"Candidates  Name"	"Zubair Alam"	"Tasleem Uddin"	"Mohammad Asrarul Haque"	"Syed Mahmood
Ashraf"	"Tamajul Ali"	"Mohammad Khashiur
Rahman"	"Mohammad Nissar Alam"	"Rajit Podar"	"Abdul Rajjak urf
Kal"	"Abhinav Modi"	"Asgar Malik"	"Chotay Lal Mahto"	"Md.Taslimuddin"	"Total"
"106"	"Booth No"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"107"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"108"	"97"	"15"	"560"	"73"	"7"	"1"	"2"	"1"	"0"	"1"	"1"	"2"	"5"	"2"	"670"
"109"	"98"	"3"	"85"	"38"	"344"	"0"	"1"	"38"	"4"	"2"	"2"	"1"	"3"	"2"	"523"
"110"	"99"	"54"	"132"	"306"	"198"	"7"	"28"	"36"	"10"	"16"	"5"	"3"	"7"	"12"	"814"
"111"	"100"	"7"	"96"	"249"	"112"	"7"	"10"	"25"	"1"	"4"	"4"	"2"	"2"	"9"	"528"
"112"	"101"	"21"	"62"	"51"	"292"	"8"	"6"	"27"	"2"	"3"	"2"	"7"	"11"	"2"	"494"
"113"	"102"	"9"	"135"	"30"	"365"	"7"	"8"	"39"	"2"	"3"	"2"	"9"	"8"	"4"	"621"
"114"	"103"	"8"	"4"	"173"	"65"	"4"	"2"	"9"	"2"	"1"	"4"	"5"	"3"	"4"	"284"
"115"	"104"	"11"	"219"	"88"	"123"	"2"	"2"	"7"	"2"	"3"	"3"	"4"	"6"	"5"	"475"
"116"	"105"	"0"	"27"	"8"	"17"	"1"	"1"	"3"	"3"	"2"	"0"	"2"	"1"	"2"	"67"
"117"	"106"	"10"	"11"	"397"	"137"	"8"	"10"	"16"	"2"	"3"	"1"	"0"	"1"	"11"	"607"
"118"	"107"	"14"	"15"	"631"	"90"	"7"	"11"	"12"	"3"	"4"	"5"	"7"	"6"	"15"	"820"
"119"	"108"	"10"	"29"	"329"	"11"	"1"	"4"	"2"	"1"	"0"	"0"	"1"	"3"	"2"	"393"
"120"	"109"	"7"	"25"	"164"	"76"	"2"	"3"	"4"	"2"	"1"	"0"	"1"	"1"	"2"	"288"
"121"	"110"	"3"	"66"	"383"	"8"	"5"	"6"	"2"	"2"	"2"	"0"	"1"	"3"	"5"	"486"
"122"	"111"	"16"	"78"	"335"	"31"	"3"	"14"	"5"	"9"	"3"	"0"	"1"	"5"	"5"	"505"
"123"	"112"	"25"	"70"	"343"	"184"	"4"	"12"	"39"	"5"	"4"	"3"	"8"	"9"	"8"	"714"
"124"	"113"	"2"	"3"	"145"	"24"	"1"	"1"	"6"	"0"	"0"	"1"	"1"	"1"	"1"	"186"
"125"	"114"	"4"	"33"	"152"	"83"	"3"	"6"	"24"	"3"	"1"	"0"	"0"	"0"	"3"	"312"
"126"	"115"	"12"	"91"	"104"	"45"	"2"	"3"	"8"	"0"	"0"	"1"	"0"	"1"	"1"	"268"
"127"	"116"	"11"	"52"	"246"	"164"	"5"	"7"	"38"	"6"	"6"	"1"	"5"	"4"	"7"	"552"
"128"	"117"	"1"	"91"	"90"	"14"	"1"	"1"	"4"	"0"	"1"	"3"	"2"	"3"	"2"	"213"
"129"	"118"	"19"	"12"	"334"	"65"	"6"	"19"	"7"	"5"	"7"	"0"	"1"	"1"	"7"	"483"
"130"	"119"	"0"	"2"	"53"	"123"	"0"	"2"	"10"	"2"	"0"	"0"	"2"	"1"	"1"	"196"
"131"	"120"	"2"	"0"	"14"	"203"	"3"	"2"	"13"	"1"	"0"	"0"	"0"	"1"	"0"	"239"
"132"	"121"	"22"	"22"	"535"	"48"	"1"	"9"	"6"	"4"	"2"	"2"	"4"	"7"	"12"	"674"
"133"	"122"	"14"	"26"	"535"	"96"	"5"	"5"	"10"	"4"	"1"	"0"	"2"	"1"	"1"	"700"
"134"	"123"	"4"	"11"	"44"	"257"	"3"	"3"	"34"	"7"	"0"	"2"	"0"	"3"	"2"	"370"
"135"	"124"	"22"	"61"	"326"	"29"	"3"	"20"	"9"	"5"	"3"	"4"	"2"	"8"	"4"	"496"
"136"	"125"	"25"	"154"	"292"	"26"	"3"	"24"	"8"	"5"	"12"	"9"	"6"	"16"	"12"	"592"
"137"	"126"	"7"	"9"	"42"	"387"	"12"	"8"	"24"	"6"	"3"	"1"	"2"	"2"	"2"	"505"
"138"	"127"	"11"	"7"	"260"	"59"	"1"	"10"	"1"	"1"	"0"	"1"	"3"	"2"	"5"	"361"
"139"	"128"	"22"	"11"	"336"	"19"	"6"	"15"	"4"	"2"	"0"	"1"	"1"	"2"	"1"	"420"
"140"	"Candidates  Name"	"Zubair Alam"	"Tasleem Uddin"	"Mohammad Asrarul Haque"	"Syed Mahmood
Ashraf"	"Tamajul Ali"	"Mohammad Khashiur
Rahman"	"Mohammad Nissar Alam"	"Rajit Podar"	"Abdul Rajjak urf
Kal"	"Abhinav Modi"	"Asgar Malik"	"Chotay Lal Mahto"	"Md.Taslimuddin"	"Total"
"141"	"Booth No"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"142"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"143"	"129"	"13"	"35"	"445"	"53"	"3"	"17"	"11"	"4"	"3"	"0"	"3"	"5"	"9"	"601"
"144"	"130"	"12"	"20"	"252"	"166"	"6"	"20"	"37"	"6"	"4"	"5"	"4"	"7"	"7"	"546"
"145"	"131"	"28"	"24"	"406"	"68"	"8"	"15"	"17"	"3"	"6"	"4"	"2"	"7"	"5"	"593"
"146"	"132"	"10"	"28"	"197"	"42"	"6"	"12"	"9"	"5"	"1"	"2"	"2"	"6"	"12"	"332"
"147"	"133"	"9"	"49"	"405"	"38"	"1"	"7"	"6"	"6"	"2"	"1"	"6"	"6"	"5"	"541"
"148"	"134"	"1"	"220"	"86"	"9"	"0"	"1"	"2"	"0"	"0"	"0"	"2"	"5"	"3"	"329"
"149"	"135"	"26"	"432"	"162"	"32"	"4"	"22"	"15"	"5"	"6"	"4"	"16"	"16"	"15"	"755"
"150"	"136"	"9"	"170"	"308"	"98"	"12"	"20"	"29"	"6"	"7"	"12"	"5"	"12"	"10"	"698"
"151"	"137"	"10"	"147"	"135"	"400"	"11"	"10"	"51"	"9"	"7"	"3"	"3"	"6"	"10"	"802"
"152"	"138"	"17"	"108"	"107"	"327"	"1"	"6"	"76"	"14"	"10"	"7"	"3"	"8"	"3"	"687"
"153"	"139"	"9"	"179"	"156"	"269"	"9"	"8"	"71"	"7"	"1"	"1"	"1"	"3"	"7"	"721"
"154"	"140"	"12"	"86"	"538"	"149"	"11"	"22"	"15"	"2"	"4"	"3"	"2"	"2"	"5"	"851"
"155"	"141"	"15"	"184"	"176"	"149"	"4"	"18"	"18"	"3"	"6"	"7"	"8"	"11"	"7"	"606"
"156"	"142"	"30"	"474"	"147"	"83"	"7"	"9"	"8"	"8"	"5"	"6"	"3"	"9"	"2"	"791"
"157"	"143"	"8"	"104"	"91"	"48"	"2"	"8"	"6"	"3"	"1"	"3"	"2"	"3"	"3"	"282"
"158"	"144"	"21"	"434"	"226"	"78"	"6"	"20"	"22"	"8"	"7"	"5"	"9"	"10"	"8"	"854"
"159"	"145"	"15"	"192"	"109"	"81"	"2"	"9"	"8"	"5"	"3"	"2"	"3"	"4"	"3"	"436"
"160"	"146"	"14"	"198"	"253"	"109"	"3"	"13"	"17"	"4"	"4"	"8"	"5"	"9"	"8"	"645"
"161"	"147"	"11"	"37"	"293"	"29"	"1"	"16"	"11"	"2"	"3"	"2"	"0"	"3"	"9"	"417"
"162"	"148"	"22"	"22"	"357"	"183"	"6"	"11"	"27"	"2"	"4"	"4"	"3"	"5"	"5"	"651"
"163"	"149"	"6"	"29"	"345"	"58"	"3"	"9"	"10"	"2"	"2"	"5"	"3"	"4"	"12"	"488"
"164"	"150"	"6"	"14"	"327"	"45"	"5"	"5"	"13"	"2"	"4"	"1"	"5"	"4"	"4"	"435"
"165"	"151"	"29"	"29"	"349"	"76"	"4"	"18"	"19"	"8"	"6"	"4"	"4"	"5"	"7"	"558"
"166"	"152"	"14"	"36"	"541"	"127"	"9"	"12"	"15"	"7"	"3"	"4"	"6"	"5"	"8"	"787"
"167"	"153"	"2"	"33"	"208"	"250"	"7"	"14"	"20"	"4"	"5"	"0"	"1"	"1"	"1"	"546"
"168"	"154"	"5"	"49"	"165"	"14"	"2"	"5"	"4"	"0"	"0"	"1"	"1"	"1"	"1"	"248"
"169"	"155"	"25"	"131"	"369"	"80"	"4"	"17"	"17"	"4"	"1"	"7"	"0"	"0"	"5"	"660"
"170"	"156"	"12"	"21"	"253"	"55"	"1"	"5"	"9"	"0"	"0"	"1"	"1"	"0"	"6"	"364"
"171"	"157"	"9"	"29"	"486"	"21"	"0"	"3"	"1"	"2"	"0"	"0"	"0"	"1"	"1"	"553"
"172"	"158"	"10"	"27"	"236"	"126"	"4"	"6"	"6"	"1"	"1"	"2"	"1"	"1"	"0"	"421"
"173"	"159"	"1"	"1"	"16"	"99"	"0"	"0"	"10"	"0"	"0"	"1"	"0"	"0"	"0"	"128"
"174"	"160"	"12"	"18"	"470"	"9"	"2"	"8"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"535"
"175"	"Candidates  Name"	"Zubair Alam"	"Tasleem Uddin"	"Mohammad Asrarul Haque"	"Syed Mahmood
Ashraf"	"Tamajul Ali"	"Mohammad Khashiur
Rahman"	"Mohammad Nissar Alam"	"Rajit Podar"	"Abdul Rajjak urf
Kal"	"Abhinav Modi"	"Asgar Malik"	"Chotay Lal Mahto"	"Md.Taslimuddin"	"Total"
"176"	"Booth No"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"177"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"178"	"161"	"10"	"40"	"312"	"190"	"3"	"13"	"21"	"3"	"9"	"6"	"9"	"9"	"8"	"633"
"179"	"162"	"5"	"127"	"96"	"291"	"1"	"3"	"48"	"2"	"0"	"3"	"1"	"3"	"2"	"582"
"180"	"163"	"5"	"25"	"150"	"413"	"5"	"2"	"88"	"2"	"0"	"1"	"1"	"6"	"1"	"699"
"181"	"164"	"3"	"46"	"98"	"84"	"1"	"0"	"14"	"3"	"1"	"0"	"0"	"2"	"0"	"252"
"182"	"165"	"15"	"85"	"277"	"284"	"3"	"7"	"39"	"6"	"1"	"0"	"1"	"2"	"1"	"721"
"183"	"166"	"7"	"24"	"152"	"364"	"7"	"5"	"42"	"1"	"0"	"3"	"2"	"1"	"6"	"614"
"184"	"167"	"3"	"100"	"119"	"369"	"2"	"4"	"53"	"2"	"0"	"4"	"1"	"3"	"0"	"660"
"185"	"168"	"6"	"58"	"143"	"295"	"5"	"5"	"49"	"4"	"1"	"2"	"0"	"3"	"5"	"576"
"186"	"169"	"3"	"17"	"46"	"229"	"0"	"2"	"67"	"7"	"3"	"3"	"5"	"3"	"5"	"390"
"187"	"170"	"3"	"30"	"64"	"241"	"6"	"5"	"53"	"5"	"0"	"2"	"0"	"2"	"6"	"417"
"188"	"171"	"4"	"4"	"98"	"280"	"4"	"5"	"48"	"3"	"1"	"7"	"2"	"3"	"2"	"461"
"189"	"172"	"15"	"349"	"256"	"134"	"8"	"14"	"20"	"5"	"4"	"9"	"11"	"15"	"13"	"853"
"190"	"173"	"6"	"62"	"272"	"26"	"3"	"6"	"19"	"0"	"4"	"4"	"3"	"2"	"5"	"412"
"191"	"174"	"15"	"35"	"376"	"41"	"3"	"9"	"5"	"4"	"3"	"3"	"6"	"6"	"9"	"515"
"192"	"175"	"16"	"100"	"374"	"28"	"5"	"10"	"7"	"3"	"3"	"3"	"2"	"4"	"4"	"559"
"193"	"176"	"9"	"120"	"266"	"63"	"4"	"6"	"13"	"3"	"2"	"2"	"5"	"6"	"4"	"503"
"194"	"177"	"25"	"640"	"121"	"49"	"4"	"9"	"10"	"2"	"0"	"3"	"1"	"4"	"2"	"870"
"195"	"178"	"6"	"18"	"295"	"60"	"4"	"7"	"28"	"8"	"5"	"4"	"1"	"8"	"9"	"453"
"196"	"179"	"15"	"9"	"201"	"190"	"4"	"7"	"78"	"4"	"2"	"4"	"3"	"5"	"5"	"527"
"197"	"180"	"5"	"4"	"121"	"70"	"2"	"0"	"17"	"4"	"0"	"3"	"3"	"2"	"3"	"234"
"198"	"181"	"0"	"4"	"44"	"88"	"1"	"2"	"16"	"1"	"2"	"2"	"2"	"0"	"3"	"165"
"199"	"182"	"9"	"11"	"321"	"32"	"5"	"8"	"11"	"4"	"2"	"1"	"0"	"3"	"2"	"409"
"200"	"183"	"36"	"103"	"488"	"141"	"12"	"29"	"48"	"8"	"14"	"7"	"6"	"14"	"11"	"917"
"201"	"184"	"15"	"112"	"351"	"73"	"4"	"14"	"22"	"5"	"6"	"3"	"8"	"8"	"9"	"630"
"202"	"185"	"19"	"139"	"309"	"86"	"4"	"18"	"16"	"4"	"5"	"5"	"5"	"9"	"2"	"621"
"203"	"186"	"23"	"230"	"324"	"76"	"5"	"13"	"14"	"3"	"2"	"0"	"8"	"4"	"5"	"707"
