"Election.to.the..Bihar.Legislative..Assembly..From.96.SARAIRANJAN.Assembly..Constituency"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"
"1"	"PART I"	""	""	""	""	""	""	""	""	""	""
"2"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"65"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"66"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"67"	"B.F."	"854"	"4732"	"4050"	"4133"	"1097"	"1678"	"16544"	"0"	"16544"	"0"
"68"	"33"	"13"	"186"	"24"	"87"	"19"	"56"	"385"	""	"385"	""
"69"	"34"	"47"	"61"	"273"	"167"	"45"	"51"	"644"	""	"644"	""
"70"	"35"	"27"	"84"	"127"	"165"	"17"	"25"	"445"	""	"445"	""
"71"	"35A"	"37"	"147"	"33"	"54"	"15"	"106"	"392"	""	"392"	""
"72"	"36"	"37"	"180"	"128"	"292"	"42"	"26"	"705"	""	"705"	""
"73"	"37"	"15"	"23"	"216"	"137"	"51"	"102"	"544"	""	"544"	""
"74"	"38"	"13"	"211"	"9"	"165"	"11"	"10"	"419"	""	"419"	""
"75"	"39"	"15"	"184"	"23"	"181"	"11"	"37"	"451"	""	"451"	""
"76"	"40"	"30"	"103"	"160"	"121"	"41"	"23"	"478"	""	"478"	""
"77"	"41"	"25"	"97"	"204"	"178"	"61"	"43"	"608"	""	"608"	""
"78"	"42"	"20"	"195"	"197"	"108"	"55"	"105"	"680"	""	"680"	""
"79"	"43"	"7"	"269"	"147"	"112"	"11"	"9"	"555"	""	"555"	""
"80"	"44"	"23"	"235"	"25"	"42"	"16"	"27"	"368"	""	"368"	""
"81"	"44A"	"16"	"133"	"80"	"12"	"35"	"42"	"318"	""	"318"	""
"82"	"Page Total"	"1179"	"6840"	"5696"	"5954"	"1527"	"2340"	"23536"	"0"	"23536"	"0"
"83"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"84"	"PART I"	""	""	""	""	""	""	""	""	""	""
"85"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"86"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"87"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"88"	"B.F."	"1179"	"6840"	"5696"	"5954"	"1527"	"2340"	"23536"	"0"	"23536"	"0"
"89"	"45"	"32"	"254"	"24"	"31"	"9"	"91"	"441"	""	"441"	""
"90"	"46"	"31"	"122"	"98"	"57"	"23"	"85"	"416"	""	"416"	""
"91"	"47"	"35"	"161"	"26"	"27"	"19"	"137"	"405"	""	"405"	""
"92"	"48"	"22"	"148"	"17"	"97"	"18"	"163"	"465"	""	"465"	""
"93"	"49"	"8"	"183"	"38"	"17"	"8"	"52"	"306"	""	"306"	""
"94"	"49A"	"8"	"227"	"58"	"43"	"4"	"5"	"345"	""	"345"	""
"95"	"50"	"36"	"333"	"23"	"75"	"5"	"11"	"483"	""	"483"	""
"96"	"51"	"27"	"177"	"15"	"54"	"14"	"24"	"311"	""	"311"	""
"97"	"51A"	"33"	"186"	"18"	"28"	"2"	"14"	"281"	""	"281"	""
"98"	"52"	"31"	"217"	"25"	"92"	"9"	"21"	"395"	""	"395"	""
"99"	"53"	"31"	"100"	"12"	"22"	"6"	"193"	"364"	""	"364"	""
"100"	"53A"	"21"	"208"	"39"	"15"	"15"	"101"	"399"	""	"399"	""
"101"	"54"	"14"	"139"	"50"	"67"	"23"	"309"	"602"	""	"602"	""
"102"	"55"	"13"	"30"	"31"	"56"	"9"	"157"	"296"	""	"296"	""
"103"	"Page Total"	"1521"	"9325"	"6170"	"6635"	"1691"	"3703"	"29045"	"0"	"29045"	"0"
"104"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"105"	"PART I"	""	""	""	""	""	""	""	""	""	""
"106"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"107"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"108"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"109"	"B.F."	"1521"	"9325"	"6170"	"6635"	"1691"	"3703"	"29045"	"0"	"29045"	"0"
"110"	"55A"	"12"	"21"	"71"	"53"	"29"	"130"	"316"	""	"316"	""
"111"	"56"	"9"	"174"	"195"	"121"	"50"	"15"	"564"	""	"564"	""
"112"	"57"	"13"	"206"	"73"	"50"	"18"	"10"	"370"	""	"370"	""
"113"	"57A"	"10"	"60"	"210"	"36"	"19"	"7"	"342"	""	"342"	""
"114"	"58"	"26"	"89"	"295"	"87"	"25"	"11"	"533"	""	"533"	""
"115"	"59"	"18"	"163"	"80"	"188"	"32"	"147"	"628"	""	"628"	""
"116"	"60"	"14"	"94"	"165"	"96"	"45"	"109"	"523"	""	"523"	""
"117"	"61"	"20"	"159"	"186"	"96"	"42"	"47"	"550"	""	"550"	""
"118"	"62"	"15"	"137"	"177"	"102"	"18"	"17"	"466"	""	"466"	""
"119"	"63"	"72"	"175"	"24"	"102"	"9"	"7"	"389"	""	"389"	""
"120"	"64"	"144"	"74"	"49"	"115"	"17"	"19"	"418"	""	"418"	""
"121"	"65"	"115"	"172"	"32"	"33"	"14"	"165"	"531"	""	"531"	""
"122"	"66"	"38"	"175"	"99"	"21"	"21"	"58"	"412"	""	"412"	""
"123"	"67"	"20"	"71"	"10"	"63"	"5"	"5"	"174"	""	"174"	""
"124"	"Page Total"	"2047"	"11095"	"7836"	"7798"	"2035"	"4450"	"35261"	"0"	"35261"	"0"
"125"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"126"	"PART I"	""	""	""	""	""	""	""	""	""	""
"127"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"128"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"129"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"130"	"B.F."	"2047"	"11095"	"7836"	"7798"	"2035"	"4450"	"35261"	"0"	"35261"	"0"
"131"	"68"	"110"	"84"	"71"	"112"	"25"	"64"	"466"	""	"466"	""
"132"	"69"	"9"	"97"	"33"	"87"	"8"	"7"	"241"	""	"241"	""
"133"	"70"	"43"	"36"	"153"	"46"	"25"	"6"	"309"	""	"309"	""
"134"	"71"	"14"	"103"	"91"	"23"	"10"	"11"	"252"	""	"252"	""
"135"	"71A"	"23"	"22"	"150"	"75"	"22"	"18"	"310"	""	"310"	""
"136"	"72"	"38"	"129"	"157"	"59"	"29"	"46"	"458"	""	"458"	""
"137"	"73"	"23"	"223"	"86"	"55"	"18"	"34"	"439"	""	"439"	""
"138"	"74"	"64"	"267"	"54"	"156"	"24"	"44"	"609"	""	"609"	""
"139"	"75"	"22"	"194"	"77"	"122"	"27"	"45"	"487"	""	"487"	""
"140"	"76"	"27"	"146"	"79"	"52"	"20"	"7"	"331"	""	"331"	""
"141"	"77"	"28"	"231"	"48"	"98"	"17"	"42"	"464"	""	"464"	""
"142"	"78"	"5"	"37"	"81"	"68"	"25"	"9"	"225"	""	"225"	""
"143"	"78A"	"7"	"90"	"119"	"48"	"35"	"16"	"315"	""	"315"	""
"144"	"79"	"24"	"248"	"56"	"128"	"22"	"29"	"507"	""	"507"	""
"145"	"Page Total"	"2484"	"13002"	"9091"	"8927"	"2342"	"4828"	"40674"	"0"	"40674"	"0"
"146"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"147"	"PART I"	""	""	""	""	""	""	""	""	""	""
"148"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"149"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"150"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"151"	"B.F."	"2484"	"13002"	"9091"	"8927"	"2342"	"4828"	"40674"	"0"	"40674"	"0"
"152"	"80"	"16"	"138"	"20"	"74"	"12"	"29"	"289"	""	"289"	""
"153"	"80A"	"13"	"309"	"23"	"9"	"5"	"10"	"369"	""	"369"	""
"154"	"81"	"26"	"217"	"30"	"61"	"22"	"26"	"382"	""	"382"	""
"155"	"82"	"24"	"227"	"34"	"92"	"22"	"20"	"419"	""	"419"	""
"156"	"82A"	"18"	"96"	"83"	"35"	"25"	"15"	"272"	""	"272"	""
"157"	"83"	"21"	"174"	"17"	"13"	"7"	"39"	"271"	""	"271"	""
"158"	"84"	"24"	"91"	"142"	"77"	"68"	"32"	"434"	""	"434"	""
"159"	"85"	"26"	"144"	"137"	"14"	"28"	"13"	"362"	""	"362"	""
"160"	"86"	"17"	"109"	"136"	"27"	"34"	"44"	"367"	""	"367"	""
"161"	"87"	"51"	"86"	"54"	"61"	"12"	"14"	"278"	""	"278"	""
"162"	"87A"	"8"	"106"	"18"	"38"	"10"	"29"	"209"	""	"209"	""
"163"	"88"	"31"	"153"	"77"	"132"	"28"	"19"	"440"	""	"440"	""
"164"	"89"	"15"	"115"	"98"	"25"	"45"	"15"	"313"	""	"313"	""
"165"	"90"	"37"	"34"	"132"	"176"	"46"	"19"	"444"	""	"444"	""
"166"	"Page Total"	"2811"	"15001"	"10092"	"9761"	"2706"	"5152"	"45523"	"0"	"45523"	"0"
"167"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"168"	"PART I"	""	""	""	""	""	""	""	""	""	""
"169"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"170"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"171"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"172"	"B.F."	"2811"	"15001"	"10092"	"9761"	"2706"	"5152"	"45523"	"0"	"45523"	"0"
"173"	"91"	"13"	"47"	"212"	"44"	"67"	"8"	"391"	""	"391"	""
"174"	"92"	"10"	"39"	"276"	"54"	"56"	"17"	"452"	""	"452"	""
"175"	"93"	"35"	"145"	"74"	"212"	"42"	"29"	"537"	""	"537"	""
"176"	"94"	"16"	"123"	"233"	"59"	"56"	"26"	"513"	""	"513"	""
"177"	"95"	"31"	"162"	"54"	"55"	"27"	"26"	"355"	""	"355"	""
"178"	"96"	"5"	"68"	"151"	"103"	"32"	"6"	"365"	""	"365"	""
"179"	"97"	"16"	"76"	"223"	"36"	"33"	"6"	"390"	""	"390"	""
"180"	"98"	"27"	"118"	"16"	"64"	"15"	"31"	"271"	""	"271"	""
"181"	"98A"	"10"	"118"	"113"	"24"	"22"	"3"	"290"	""	"290"	""
"182"	"99"	"18"	"137"	"100"	"48"	"29"	"18"	"350"	""	"350"	""
"183"	"100"	"13"	"216"	"133"	"9"	"35"	"17"	"423"	""	"423"	""
"184"	"101"	"8"	"184"	"89"	"68"	"45"	"28"	"422"	""	"422"	""
"185"	"102"	"15"	"62"	"177"	"37"	"43"	"27"	"361"	""	"361"	""
"186"	"103"	"11"	"115"	"176"	"31"	"23"	"4"	"360"	""	"360"	""
"187"	"Page Total"	"3039"	"16611"	"12119"	"10605"	"3231"	"5398"	"51003"	"0"	"51003"	"0"
"188"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"189"	"PART I"	""	""	""	""	""	""	""	""	""	""
"190"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"191"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"192"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"193"	"B.F."	"3039"	"16611"	"12119"	"10605"	"3231"	"5398"	"51003"	"0"	"51003"	"0"
"194"	"104"	"75"	"223"	"108"	"184"	"24"	"16"	"630"	""	"630"	""
"195"	"105"	"106"	"71"	"47"	"157"	"15"	"12"	"408"	""	"408"	""
"196"	"105A"	"58"	"26"	"14"	"194"	"14"	"18"	"324"	""	"324"	""
"197"	"106"	"65"	"60"	"139"	"38"	"24"	"22"	"348"	""	"348"	""
"198"	"107"	"69"	"125"	"101"	"251"	"36"	"33"	"615"	""	"615"	""
"199"	"108"	"67"	"85"	"88"	"112"	"29"	"21"	"402"	""	"402"	""
"200"	"109"	"35"	"309"	"41"	"100"	"11"	"21"	"517"	""	"517"	""
"201"	"110"	"19"	"203"	"79"	"54"	"22"	"13"	"390"	""	"390"	""
"202"	"110A"	"26"	"114"	"68"	"114"	"18"	"21"	"361"	""	"361"	""
"203"	"111"	"9"	"139"	"88"	"39"	"35"	"31"	"341"	""	"341"	""
"204"	"111A"	"14"	"73"	"23"	"220"	"20"	"25"	"375"	""	"375"	""
"205"	"112"	"8"	"60"	"353"	"42"	"32"	"12"	"507"	""	"507"	""
"206"	"113"	"5"	"141"	"103"	"96"	"20"	"11"	"376"	""	"376"	""
"207"	"114"	"15"	"198"	"50"	"125"	"24"	"21"	"433"	""	"433"	""
"208"	"Page Total"	"3610"	"18438"	"13421"	"12331"	"3555"	"5675"	"57030"	"0"	"57030"	"0"
"209"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"210"	"PART I"	""	""	""	""	""	""	""	""	""	""
"211"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"212"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"213"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"214"	"B.F."	"3610"	"18438"	"13421"	"12331"	"3555"	"5675"	"57030"	"0"	"57030"	"0"
"215"	"115"	"29"	"188"	"101"	"91"	"35"	"21"	"465"	""	"465"	""
"216"	"116"	"55"	"399"	"58"	"34"	"21"	"24"	"591"	""	"591"	""
"217"	"117"	"11"	"120"	"166"	"27"	"24"	"9"	"357"	""	"357"	""
"218"	"118"	"17"	"150"	"41"	"61"	"9"	"5"	"283"	""	"283"	""
"219"	"118A"	"23"	"203"	"23"	"41"	"12"	"7"	"309"	""	"309"	""
"220"	"119"	"33"	"269"	"149"	"98"	"21"	"27"	"597"	""	"597"	""
"221"	"120"	"26"	"214"	"254"	"26"	"42"	"28"	"590"	""	"590"	""
"222"	"121"	"22"	"265"	"19"	"20"	"6"	"5"	"337"	""	"337"	""
"223"	"122"	"13"	"148"	"53"	"225"	"20"	"24"	"483"	""	"483"	""
"224"	"123"	"19"	"168"	"44"	"100"	"10"	"21"	"362"	""	"362"	""
"225"	"124"	"20"	"74"	"122"	"45"	"38"	"27"	"326"	""	"326"	""
"226"	"124A"	"7"	"66"	"228"	"27"	"29"	"11"	"368"	""	"368"	""
"227"	"125"	"20"	"229"	"34"	"36"	"12"	"42"	"373"	""	"373"	""
"228"	"126"	"19"	"233"	"43"	"74"	"12"	"27"	"408"	""	"408"	""
"229"	"Page Total"	"3924"	"21164"	"14756"	"13236"	"3846"	"5953"	"62879"	"0"	"62879"	"0"
"230"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"231"	"PART I"	""	""	""	""	""	""	""	""	""	""
"232"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"233"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"234"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"235"	"B.F."	"3924"	"21164"	"14756"	"13236"	"3846"	"5953"	"62879"	"0"	"62879"	"0"
"236"	"127"	"25"	"200"	"114"	"58"	"73"	"43"	"513"	""	"513"	""
"237"	"128"	"41"	"264"	"71"	"24"	"28"	"34"	"462"	""	"462"	""
"238"	"129"	"21"	"51"	"138"	"62"	"49"	"26"	"347"	""	"347"	""
"239"	"130"	"17"	"94"	"132"	"28"	"34"	"23"	"328"	""	"328"	""
"240"	"131"	"21"	"233"	"221"	"77"	"45"	"15"	"612"	""	"612"	""
"241"	"132"	"13"	"90"	"234"	"20"	"30"	"17"	"404"	""	"404"	""
"242"	"133"	"31"	"236"	"138"	"44"	"53"	"43"	"545"	""	"545"	""
"243"	"134"	"20"	"102"	"118"	"59"	"44"	"4"	"347"	""	"347"	""
"244"	"135"	"16"	"144"	"136"	"23"	"27"	"14"	"360"	""	"360"	""
"245"	"136"	"17"	"143"	"67"	"112"	"28"	"15"	"382"	""	"382"	""
"246"	"137"	"13"	"42"	"223"	"53"	"54"	"34"	"419"	""	"419"	""
"247"	"138"	"9"	"69"	"92"	"134"	"26"	"8"	"338"	""	"338"	""
"248"	"139"	"18"	"143"	"162"	"98"	"20"	"11"	"452"	""	"452"	""
"249"	"140"	"17"	"128"	"139"	"109"	"35"	"15"	"443"	""	"443"	""
"250"	"Page Total"	"4203"	"23103"	"16741"	"14137"	"4392"	"6255"	"68831"	"0"	"68831"	"0"
"251"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"252"	"PART I"	""	""	""	""	""	""	""	""	""	""
"253"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"254"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"255"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"256"	"B.F."	"4203"	"23103"	"16741"	"14137"	"4392"	"6255"	"68831"	"0"	"68831"	"0"
"257"	"141"	"29"	"100"	"227"	"86"	"26"	"16"	"484"	""	"484"	""
"258"	"142"	"16"	"104"	"122"	"33"	"24"	"12"	"311"	""	"311"	""
"259"	"143"	"45"	"121"	"13"	"161"	"14"	"20"	"374"	""	"374"	""
"260"	"143A"	"25"	"235"	"49"	"33"	"5"	"25"	"372"	""	"372"	""
"261"	"144"	"25"	"224"	"59"	"91"	"10"	"21"	"430"	""	"430"	""
"262"	"145"	"21"	"174"	"54"	"249"	"27"	"35"	"560"	""	"560"	""
"263"	"146"	"10"	"96"	"123"	"144"	"12"	"11"	"396"	""	"396"	""
"264"	"147"	"9"	"176"	"26"	"197"	"18"	"14"	"440"	""	"440"	""
"265"	"147A"	"5"	"27"	"30"	"109"	"10"	"13"	"194"	""	"194"	""
"266"	"148"	"9"	"161"	"13"	"166"	"6"	"7"	"362"	""	"362"	""
"267"	"148A"	"7"	"41"	"148"	"59"	"20"	"6"	"281"	""	"281"	""
"268"	"149"	"13"	"163"	"96"	"134"	"26"	"22"	"454"	""	"454"	""
"269"	"150"	"26"	"173"	"131"	"88"	"49"	"39"	"506"	""	"506"	""
"270"	"151"	"20"	"232"	"25"	"17"	"13"	"18"	"325"	""	"325"	""
"271"	"Page Total"	"4463"	"25130"	"17857"	"15704"	"4652"	"6514"	"74320"	"0"	"74320"	"0"
